w1,w2,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,result
ambul,mope,158120.0,2752.147465589041,20214.475053108927,NaN,23162.987458443265,369.8276255191457,597.6678681853931,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-6.122749430895101E-4,NaN,0.0,0.0,-0.0012253001067321371,NaN,NaN,NaN,NaN,NaN,False
ambul,motor,158120.0,2752.147465589041,20214.475053108927,NaN,23162.987458443265,369.8276255191457,597.6678681853931,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-6.122749430895101E-4,NaN,0.0,0.0,-0.0012253001067321371,NaN,NaN,NaN,NaN,NaN,False
ambul,oil,158120.0,2752.147465589041,20214.475053108927,NaN,23162.987458443265,369.8276255191457,597.6678681853931,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-6.122749430895101E-4,NaN,0.0,0.0,-0.0012253001067321371,NaN,NaN,NaN,NaN,NaN,False
ambul,program,158120.0,2752.147465589041,20214.475053108927,NaN,23162.987458443265,369.8276255191457,597.6678681853931,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-6.122749430895101E-4,NaN,0.0,0.0,-0.0012253001067321371,NaN,NaN,NaN,NaN,NaN,False
ambul,vehicl,158120.0,2752.147465589041,20214.475053108927,NaN,23162.987458443265,369.8276255191457,597.6678681853931,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-6.122749430895101E-4,NaN,0.0,0.0,-0.0012253001067321371,NaN,NaN,NaN,NaN,NaN,True
ant,exoskeleton,807771.0,36348.23133737031,84853.29583994669,NaN,107417.92901094304,6630.105497073167,1337.5488038039055,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-6.530689100733029E-4,NaN,0.0,0.0,-0.0013069913755797311,NaN,NaN,NaN,NaN,NaN,False
ant,specialist,807771.0,36348.23133737031,84853.29583994669,NaN,107417.92901094304,6630.105497073167,1337.5488038039055,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-6.530689100733029E-4,NaN,0.0,0.0,-0.0013069913755797311,NaN,NaN,NaN,NaN,NaN,False
ant,switch,807771.0,36348.23133737031,84853.29583994669,NaN,107417.92901094304,6630.105497073167,1337.5488038039055,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-6.530689100733029E-4,NaN,0.0,0.0,-0.0013069913755797311,NaN,NaN,NaN,NaN,NaN,False
ant,wasp,807771.0,36348.23133737031,84853.29583994669,NaN,107417.92901094304,6630.105497073167,1337.5488038039055,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-6.530689100733029E-4,NaN,0.0,0.0,-0.0013069913755797311,NaN,NaN,NaN,NaN,NaN,False
appl,peach,1675034.0,78371.50539214094,96599.08678565998,NaN,288744.9601638096,15413.461753545896,1422.513994832614,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-5.348589046839848E-4,NaN,0.0,0.0,-0.0010702902636460774,NaN,NaN,NaN,NaN,NaN,False
appl,produc,1675034.0,78371.50539214094,96599.08678565998,NaN,288744.9601638096,15413.461753545896,1422.513994832614,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-5.348589046839848E-4,NaN,0.0,0.0,-0.0010702902636460774,NaN,NaN,NaN,NaN,NaN,True
appl,vitamin,1675034.0,78371.50539214094,96599.08678565998,NaN,288744.9601638096,15413.461753545896,1422.513994832614,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-5.348589046839848E-4,NaN,0.0,0.0,-0.0010702902636460774,NaN,NaN,NaN,NaN,NaN,False
apricot,autobiographi,522044.0,21430.29222685638,61100.842444493894,NaN,57216.225670695894,2977.3219589381238,1104.6670778020284,NaN,0.45246387863184534,0.4806498017481524,0.03854781875406584,NaN,0.13589618386314545,0.13638313340453942,0.01803752498081386,NaN,0.23927571162527722,0.2400301964988575,0.03543587449029209,NaN,NaN,NaN,NaN,NaN,False
apricot,chart,83982.0,3018.8796705079694,8332.379762939023,NaN,24488.657701066426,1001.0157512856856,407.73961777705824,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-2.4644373587945204E-4,NaN,0.0,0.0,-4.930089707314731E-4,NaN,NaN,NaN,NaN,NaN,False
apricot,fruit,83982.0,3018.8796705079694,8332.379762939023,NaN,24488.657701066426,1001.0157512856856,407.73961777705824,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-2.4644373587945204E-4,NaN,0.0,0.0,-4.930089707314731E-4,NaN,NaN,NaN,NaN,NaN,True
apricot,plum,83982.0,3018.8796705079694,8332.379762939023,NaN,24488.657701066426,1001.0157512856856,407.73961777705824,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-2.4644373587945204E-4,NaN,0.0,0.0,-4.930089707314731E-4,NaN,NaN,NaN,NaN,NaN,False
apricot,stone,83982.0,3018.8796705079694,8332.379762939023,NaN,24488.657701066426,1001.0157512856856,407.73961777705824,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-2.4644373587945204E-4,NaN,0.0,0.0,-4.930089707314731E-4,NaN,NaN,NaN,NaN,NaN,False
ax,handshak,1699754.0,76251.26767961153,105904.35277643049,NaN,241783.53260716496,8951.659122299923,1499.0756341758972,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.0012671000978611376,NaN,0.0,0.0,-0.002537415354966867,NaN,NaN,NaN,NaN,NaN,False
ax,hatchet,1699754.0,76251.26767961153,105904.35277643049,NaN,241783.53260716496,8951.659122299923,1499.0756341758972,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.0012671000978611376,NaN,0.0,0.0,-0.002537415354966867,NaN,NaN,NaN,NaN,NaN,False
ax,implement,1699754.0,76251.26767961153,105904.35277643049,NaN,241783.53260716496,8951.659122299923,1499.0756341758972,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.0012671000978611376,NaN,0.0,0.0,-0.002537415354966867,NaN,NaN,NaN,NaN,NaN,True
ax,plier,1699754.0,76251.26767961153,105904.35277643049,NaN,241783.53260716496,8951.659122299923,1499.0756341758972,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.0012671000978611376,NaN,0.0,0.0,-0.002537415354966867,NaN,NaN,NaN,NaN,NaN,False
ax,tool,1699754.0,76251.26767961153,105904.35277643049,NaN,241783.53260716496,8951.659122299923,1499.0756341758972,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.0012671000978611376,NaN,0.0,0.0,-0.002537415354966867,NaN,NaN,NaN,NaN,NaN,True
ax,tweezer,1699754.0,76251.26767961153,105904.35277643049,NaN,241783.53260716496,8951.659122299923,1499.0756341758972,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.0012671000978611376,NaN,0.0,0.0,-0.002537415354966867,NaN,NaN,NaN,NaN,NaN,False
ax,utensil,1699754.0,76251.26767961153,105904.35277643049,NaN,241783.53260716496,8951.659122299923,1499.0756341758972,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.0012671000978611376,NaN,0.0,0.0,-0.002537415354966867,NaN,NaN,NaN,NaN,NaN,True
bag,accessori,1954071.0,70514.19102822547,153498.37426057318,NaN,179222.19414179708,14704.979121303017,1775.531862915328,NaN,0.861110181542206,0.49372473842993597,0.14988690836059027,NaN,0.3319643772862466,0.26101237993755816,0.0712797831564955,NaN,0.4984583416000856,0.41397274775443904,0.1330740750963702,NaN,NaN,NaN,NaN,NaN,True
bag,contain,3763038.0,119962.29578448276,144185.12373365724,NaN,430634.599408826,20217.303092692484,1723.6013221005508,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.0012722787060153536,NaN,0.0,0.0,-0.002547798922346817,NaN,NaN,NaN,NaN,NaN,True
bag,incontin,3763038.0,119962.29578448276,144185.12373365724,NaN,430634.599408826,20217.303092692484,1723.6013221005508,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.0012722787060153536,NaN,0.0,0.0,-0.002547798922346817,NaN,NaN,NaN,NaN,NaN,False
bag,plastic,3763038.0,119962.29578448276,144185.12373365724,NaN,430634.599408826,20217.303092692484,1723.6013221005508,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.0012722787060153536,NaN,0.0,0.0,-0.002547798922346817,NaN,NaN,NaN,NaN,NaN,False
bag,pouch,3763038.0,119962.29578448276,144185.12373365724,NaN,430634.599408826,20217.303092692484,1723.6013221005508,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.0012722787060153536,NaN,0.0,0.0,-0.002547798922346817,NaN,NaN,NaN,NaN,NaN,False
bag,prioritis,3763038.0,119962.29578448276,144185.12373365724,NaN,430634.599408826,20217.303092692484,1723.6013221005508,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.0012722787060153536,NaN,0.0,0.0,-0.002547798922346817,NaN,NaN,NaN,NaN,NaN,False
bag,tabl,3763038.0,119962.29578448276,144185.12373365724,NaN,430634.599408826,20217.303092692484,1723.6013221005508,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.0012722787060153536,NaN,0.0,0.0,-0.002547798922346817,NaN,NaN,NaN,NaN,NaN,False
banana,birthdai,274739.0,12726.60745852105,22639.04061653705,NaN,76603.43217506641,7380.120952640315,669.8223043258985,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-3.7238755606367277E-4,NaN,0.0,0.0,-7.45052560429463E-4,NaN,NaN,NaN,NaN,NaN,False
banana,cessat,274739.0,12726.60745852105,22639.04061653705,NaN,76603.43217506641,7380.120952640315,669.8223043258985,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-3.7238755606367277E-4,NaN,0.0,0.0,-7.45052560429463E-4,NaN,NaN,NaN,NaN,NaN,False
banana,mango,274739.0,12726.60745852105,22639.04061653705,NaN,76603.43217506641,7380.120952640315,669.8223043258985,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-3.7238755606367277E-4,NaN,0.0,0.0,-7.45052560429463E-4,NaN,NaN,NaN,NaN,NaN,False
banana,mean,274739.0,12726.60745852105,22639.04061653705,NaN,76603.43217506641,7380.120952640315,669.8223043258985,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-3.7238755606367277E-4,NaN,0.0,0.0,-7.45052560429463E-4,NaN,NaN,NaN,NaN,NaN,False
banana,panelist,274739.0,12726.60745852105,22639.04061653705,NaN,76603.43217506641,7380.120952640315,669.8223043258985,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-3.7238755606367277E-4,NaN,0.0,0.0,-7.45052560429463E-4,NaN,NaN,NaN,NaN,NaN,False
battleship,abandon,1.4540759E7,221928.37965097217,396127.3585313698,NaN,1292841.110312091,17579.47744870402,2835.628082413267,NaN,0.7702897110061384,0.9473127125253624,0.02917928363892065,NaN,0.12163738783037154,0.21464335197569734,0.00630802102109166,NaN,0.2168925343433133,0.35342613389611927,0.012536958643519445,NaN,NaN,NaN,NaN,NaN,False
battleship,bulkhead,479050.0,19255.884324202492,17664.133556104374,NaN,152927.90816590673,11664.567177586938,571.1354861124455,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.001008100614834332,NaN,0.0,0.0,-0.0020182358144340755,NaN,NaN,NaN,NaN,NaN,False
battleship,decre,479050.0,19255.884324202492,17664.133556104374,NaN,152927.90816590673,11664.567177586938,571.1354861124455,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.001008100614834332,NaN,0.0,0.0,-0.0020182358144340755,NaN,NaN,NaN,NaN,NaN,False
battleship,excess,479050.0,19255.884324202492,17664.133556104374,NaN,152927.90816590673,11664.567177586938,571.1354861124455,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.001008100614834332,NaN,0.0,0.0,-0.0020182358144340755,NaN,NaN,NaN,NaN,NaN,False
battleship,gun,479050.0,19255.884324202492,17664.133556104374,NaN,152927.90816590673,11664.567177586938,571.1354861124455,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.001008100614834332,NaN,0.0,0.0,-0.0020182358144340755,NaN,NaN,NaN,NaN,NaN,False
battleship,heat,479050.0,19255.884324202492,17664.133556104374,NaN,152927.90816590673,11664.567177586938,571.1354861124455,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.001008100614834332,NaN,0.0,0.0,-0.0020182358144340755,NaN,NaN,NaN,NaN,NaN,False
battleship,imperson,479050.0,19255.884324202492,17664.133556104374,NaN,152927.90816590673,11664.567177586938,571.1354861124455,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.001008100614834332,NaN,0.0,0.0,-0.0020182358144340755,NaN,NaN,NaN,NaN,NaN,False
battleship,lipid,479050.0,19255.884324202492,17664.133556104374,NaN,152927.90816590673,11664.567177586938,571.1354861124455,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.001008100614834332,NaN,0.0,0.0,-0.0020182358144340755,NaN,NaN,NaN,NaN,NaN,False
battleship,metal,479050.0,19255.884324202492,17664.133556104374,NaN,152927.90816590673,11664.567177586938,571.1354861124455,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.001008100614834332,NaN,0.0,0.0,-0.0020182358144340755,NaN,NaN,NaN,NaN,NaN,False
battleship,microscopist,479050.0,19255.884324202492,17664.133556104374,NaN,152927.90816590673,11664.567177586938,571.1354861124455,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.001008100614834332,NaN,0.0,0.0,-0.0020182358144340755,NaN,NaN,NaN,NaN,NaN,False
battleship,motorboat,479050.0,19255.884324202492,17664.133556104374,NaN,152927.90816590673,11664.567177586938,571.1354861124455,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.001008100614834332,NaN,0.0,0.0,-0.0020182358144340755,NaN,NaN,NaN,NaN,NaN,False
battleship,scooter,479050.0,19255.884324202492,17664.133556104374,NaN,152927.90816590673,11664.567177586938,571.1354861124455,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.001008100614834332,NaN,0.0,0.0,-0.0020182358144340755,NaN,NaN,NaN,NaN,NaN,False
battleship,stair,479050.0,19255.884324202492,17664.133556104374,NaN,152927.90816590673,11664.567177586938,571.1354861124455,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.001008100614834332,NaN,0.0,0.0,-0.0020182358144340755,NaN,NaN,NaN,NaN,NaN,False
battleship,superfluid,479050.0,19255.884324202492,17664.133556104374,NaN,152927.90816590673,11664.567177586938,571.1354861124455,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.001008100614834332,NaN,0.0,0.0,-0.0020182358144340755,NaN,NaN,NaN,NaN,NaN,False
battleship,teacher,479050.0,19255.884324202492,17664.133556104374,NaN,152927.90816590673,11664.567177586938,571.1354861124455,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.001008100614834332,NaN,0.0,0.0,-0.0020182358144340755,NaN,NaN,NaN,NaN,NaN,False
battleship,thesi,479050.0,19255.884324202492,17664.133556104374,NaN,152927.90816590673,11664.567177586938,571.1354861124455,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.001008100614834332,NaN,0.0,0.0,-0.0020182358144340755,NaN,NaN,NaN,NaN,NaN,False
battleship,vehicl,479050.0,19255.884324202492,17664.133556104374,NaN,152927.90816590673,11664.567177586938,571.1354861124455,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.001008100614834332,NaN,0.0,0.0,-0.0020182358144340755,NaN,NaN,NaN,NaN,NaN,True
bomb,artifact,408087.0,11153.139565921349,37069.869609931586,NaN,49213.1286650219,1302.3646220383328,814.7249309246342,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-7.57122270553218E-4,NaN,0.0,0.0,-0.00151539187804592,NaN,NaN,NaN,NaN,NaN,True
bomber,airplan,228707.0,8079.256521044433,27262.954766301176,NaN,24169.561911627607,741.6390207286978,712.5637482867397,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-2.4090703030115436E-4,NaN,0.0,0.0,-4.819301609661996E-4,NaN,NaN,NaN,NaN,NaN,True
bookcas,airport,1096304.0,33874.656396882405,60533.94306348103,NaN,168733.5231363347,3911.3969205070102,1126.3525949102466,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-5.595117236363633E-4,NaN,0.0,0.0,-0.0011196499045206744,NaN,NaN,NaN,NaN,NaN,False
cannon,barrel,1707833.0,28243.76178964278,84902.38766897569,NaN,358555.07492852473,4740.435119995151,1286.033928446627,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.0011019657052490513,NaN,0.0,0.0,-0.0022063627465781707,NaN,NaN,NaN,NaN,NaN,False
cannon,bazooka,4297.0,107.4413671913956,712.7708646579578,NaN,1481.0526661803758,32.974239974130676,110.1478146887094,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,False
car,back,2.6779916E7,576215.5151097359,347410.0459626675,NaN,9321403.379679156,217056.83877857192,2625.529170935724,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.004231638534013985,NaN,0.0,0.0,-0.00849924279133372,NaN,NaN,NaN,NaN,NaN,False
carp,arriv,8.0038675E7,1546474.2830606003,693108.0669283518,NaN,1.453142360103032E7,298022.04710389767,3857.708231817051,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.0028931292605987096,NaN,0.0,0.0,-0.0058030474876846865,NaN,NaN,NaN,NaN,NaN,False
castl,bathroom,216321.0,5687.811322293541,17440.741756866646,NaN,32974.5121722824,1394.8737709118175,546.4936928085449,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-4.488105590972568E-4,NaN,0.0,0.0,-8.980241609202591E-4,NaN,NaN,NaN,NaN,NaN,False
cello,artefact,62270.0,1717.5920489661219,10455.2216347531,NaN,7943.773158896218,375.6447778477948,419.0889215543892,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-3.087780380281144E-4,NaN,0.0,0.0,-6.177468227081428E-4,NaN,NaN,NaN,NaN,NaN,True
chair,artefact,62270.0,1717.5920489661219,10455.2216347531,NaN,7943.773158896218,375.6447778477948,419.0889215543892,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-3.087780380281144E-4,NaN,0.0,0.0,-6.177468227081428E-4,NaN,NaN,NaN,NaN,NaN,True
clarinet,armament,263633.0,7345.385339557224,26858.893786596625,NaN,44093.551716776004,3232.6386834941572,673.729571326811,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-5.182398787697245E-4,NaN,0.0,0.0,-0.001037017181197715,NaN,NaN,NaN,NaN,NaN,False
clarinet,bass,704058.0,12467.413061642796,52800.98546118422,NaN,115219.47298091586,2472.0036997932766,1011.9068710226813,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-6.149900751426679E-4,NaN,0.0,0.0,-0.001230737041350877,NaN,NaN,NaN,NaN,NaN,False
cloak,artifact,408087.0,11153.139565921349,37069.869609931586,NaN,49213.1286650219,1302.3646220383328,814.7249309246342,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-7.57122270553218E-4,NaN,0.0,0.0,-0.00151539187804592,NaN,NaN,NaN,NaN,NaN,True
cockroach,antenna,459155.0,19504.735237513163,40384.00371594525,NaN,46738.14075249464,2397.0632249653895,895.0726114076856,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-2.2349242034293192E-4,NaN,0.0,0.0,-4.470847607411404E-4,NaN,NaN,NaN,NaN,NaN,False
cow,antiqu,1811547.0,51783.223922850346,132443.1735200566,NaN,257123.78961309668,9573.013054651316,1646.0347390343447,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-6.078775329101621E-4,NaN,0.0,0.0,-0.0012164945455234552,NaN,NaN,NaN,NaN,NaN,False
crow,anim,1.3663915E7,274767.61811788974,432402.6434567383,NaN,1438250.8087148778,26805.375333207467,3003.790994602017,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.001618507373432473,NaN,0.0,0.0,-0.0032422623724213157,NaN,NaN,NaN,NaN,NaN,True
cypress,acacia,38056.0,430.05465610282187,7996.420620092605,NaN,7391.810197779702,183.93405806404496,384.24619965449097,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-6.060556080360738E-4,NaN,0.0,0.0,-0.0012128462683547697,NaN,NaN,NaN,NaN,NaN,False
desk,adjud,235903.0,6606.172662139433,19111.799430131607,NaN,33014.50416105019,1037.683010357826,565.0757887112649,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.0012063043171616206,NaN,0.0,0.0,-0.0024155224895305617,NaN,NaN,NaN,NaN,NaN,False
dishwash,advic,3494859.0,89916.92895554657,98937.6114280302,NaN,610234.1688622491,27083.24093432578,1350.0521867380191,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.0038803579340394513,NaN,0.0,0.0,-0.007790947533152855,NaN,NaN,NaN,NaN,NaN,False
eagl,aggressor,47900.0,1856.6304507839022,8296.270211576712,NaN,7665.868117832448,583.4902400345164,377.09112078145824,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,False
eleph,alcohol,3872394.0,179666.54844446274,140982.9214646325,NaN,850038.8807707563,62682.48411759152,1711.0262905113696,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.0010358397626126692,NaN,0.0,0.0,-0.0020738276783954282,NaN,NaN,NaN,NaN,NaN,False
eleph,anim,1.3663915E7,274767.61811788974,432402.6434567383,NaN,1438250.8087148778,26805.375333207467,3003.790994602017,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.001618507373432473,NaN,0.0,0.0,-0.0032422623724213157,NaN,NaN,NaN,NaN,NaN,True
fighter,antler,48463.0,1184.273889956947,8242.26013070687,NaN,8959.914675933025,218.542529742689,386.02653585747794,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-2.0402494428022202E-4,NaN,0.0,0.0,-4.081331579052446E-4,NaN,NaN,NaN,NaN,NaN,False
fighter,battleship,479050.0,19255.884324202492,17664.133556104374,NaN,152927.90816590673,11664.567177586938,571.1354861124455,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.001008100614834332,NaN,0.0,0.0,-0.0020182358144340755,NaN,NaN,NaN,NaN,NaN,False
fox,audit,666178.0,2840.015010388844,37070.323427090116,NaN,97215.3144005614,536.4919820516689,748.3008208449766,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.0015113542827434124,NaN,0.0,0.0,-0.0030272838639196402,NaN,NaN,NaN,NaN,NaN,False
frigat,allianc,3350623.0,54884.20909483267,137845.78488882974,NaN,581281.0726378419,8781.907674292097,1621.8992672613308,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.0011608286535325087,NaN,0.0,0.0,-0.002324355485513597,NaN,NaN,NaN,NaN,NaN,False
frigat,anchor,2516649.0,91149.81657755729,115086.38788246097,NaN,381415.25178602914,17415.596876107895,1500.2428388073467,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.0011884364481775862,NaN,0.0,0.0,-0.0023797010197828482,NaN,NaN,NaN,NaN,NaN,False
frog,adventur,2880255.0,59175.9438186734,155288.14132711384,NaN,557148.5336416134,22192.97209240825,1682.2142551259262,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.0010163310521135345,NaN,0.0,0.0,-0.0020347300635733495,NaN,NaN,NaN,NaN,NaN,False
glider,battleship,479050.0,19255.884324202492,17664.133556104374,NaN,152927.90816590673,11664.567177586938,571.1354861124455,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.001008100614834332,NaN,0.0,0.0,-0.0020182358144340755,NaN,NaN,NaN,NaN,NaN,False
grape,accolad,10519.0,157.2847250325017,1912.4635379086496,NaN,1870.790474638996,44.380879862632824,174.02166950595438,NaN,NaN,NaN,NaN,NaN,0.0,0.0,-0.001230423605747975,NaN,0.0,0.0,-0.0024638788261653667,NaN,NaN,NaN,NaN,NaN,False
